Date,Branch,Product_Type,Channel,Customer_Segment,New_Accounts,Closures,Transactions,Revenue,Avg_Balance,Customer_Complaints,Cost_per_Account,Total_Cost,NPA_%,Churn_Rate_%
2/2/2023,T Nagar,Savings,Branch Visit,Corporate,7,2,44,3524.6,179559.48,0,780,5460,0,25
2/2/2023,T Nagar,Current,Mobile App,SME,7,1,21,863.9,38843.99,0,211,1477,0,12.5
2/2/2023,T Nagar,FD,Internet Banking,Retail,1,1,18,1438.78,191595.48,0,178,178,0,50
2/2/2023,T Nagar,RD,Mobile App,Corporate,2,0,19,280.31,384827.98,0,780,1560,0,0
2/2/2023,T Nagar,Loan,Mobile App,Corporate,1,0,25,1718.9,270328.78,0,672,672,1.24,0
2/2/2023,Anna Nagar,Savings,Internet Banking,SME,2,1,24,1450.89,355188.15,0,372,744,0,33.33
2/2/2023,Anna Nagar,Current,Mobile App,Retail,2,0,27,2639.79,497923.34,1,314,628,0,0
2/2/2023,Anna Nagar,FD,Mobile App,Corporate,7,2,19,257.88,294323.17,0,273,1911,0,25
2/2/2023,Anna Nagar,RD,Mobile App,SME,4,0,18,1460.93,314051.39,0,198,792,0,0
2/2/2023,Anna Nagar,Loan,Internet Banking,Retail,5,0,28,2196.96,236351.53,1,869,4345,1.93,0
2/2/2023,Velachery,Savings,Mobile App,SME,1,0,25,1851,450438.61,0,340,340,0,0
2/2/2023,Velachery,Current,Mobile App,Corporate,2,0,17,1220.1,110558.9,0,481,962,0,0
2/2/2023,Velachery,FD,Internet Banking,SME,4,1,21,1123.62,182585.26,0,685,2740,0,20
2/2/2023,Velachery,RD,Internet Banking,SME,4,3,31,2371.96,448722.09,0,256,1024,0,60
2/2/2023,Velachery,Loan,Internet Banking,Corporate,5,0,36,918.32,266102.77,0,212,1060,0.88,0
2/2/2023,Adyar,Savings,Mobile App,Corporate,3,0,28,2608.11,74676.25,0,494,1482,0,0
2/2/2023,Adyar,Current,Branch Visit,Corporate,3,0,26,1545.65,397933.01,0,486,1458,0,0
2/2/2023,Adyar,FD,Branch Visit,Retail,5,1,27,948.25,263651.34,0,205,1025,0,16.67
2/2/2023,Adyar,RD,Branch Visit,Retail,2,0,33,2731.64,151368.67,0,633,1266,0,0
2/2/2023,Adyar,Loan,Internet Banking,Retail,4,2,36,1697.97,181581.19,0,158,632,3.05,40
2/2/2023,Tambaram,Savings,Internet Banking,Corporate,4,1,29,2349.33,55659.85,0,272,1088,0,20
2/2/2023,Tambaram,Current,Internet Banking,Corporate,8,2,25,1478.95,378990.72,0,824,6592,0,22.22
2/2/2023,Tambaram,FD,Branch Visit,SME,2,0,23,665.12,271217.35,0,318,636,0,0
2/2/2023,Tambaram,RD,Branch Visit,SME,2,2,22,257.08,241230.07,0,420,840,0,66.67
2/2/2023,Tambaram,Loan,Branch Visit,SME,2,0,31,1581.15,332849.34,0,617,1234,0.79,0
2/2/2023,Guindy,Savings,Internet Banking,Retail,1,0,33,1064.99,13545.08,1,783,783,0,0
2/2/2023,Guindy,Current,Internet Banking,SME,1,0,25,1371.41,161572.52,0,541,541,0,0
2/2/2023,Guindy,FD,Mobile App,SME,1,0,24,1444.17,51230.64,2,120,120,0,0
2/2/2023,Guindy,RD,Mobile App,Retail,4,2,22,360.04,284984.31,0,442,1768,0,40
2/2/2023,Guindy,Loan,Branch Visit,SME,2,1,25,1680.95,62322.77,0,735,1470,1.27,33.33
2/2/2023,Nungambakkam,Savings,Internet Banking,SME,3,1,31,1615.71,159188.39,0,498,1494,0,25
2/2/2023,Nungambakkam,Current,Internet Banking,Retail,5,0,22,708.52,60002.4,0,928,4640,0,0
2/2/2023,Nungambakkam,FD,Internet Banking,Retail,5,2,24,1930.26,26238.34,0,301,1505,0,33.33
2/2/2023,Nungambakkam,RD,Internet Banking,SME,3,0,27,1438.66,464358.41,0,160,480,0,0
2/2/2023,Nungambakkam,Loan,Internet Banking,Retail,2,1,26,1717.17,410611.94,0,260,520,0.15,33.33
2/3/2023,T Nagar,Savings,Mobile App,Retail,1,0,20,695.35,66743.65,0,314,314,0,0
2/3/2023,T Nagar,Current,Mobile App,SME,3,0,31,924.52,235732.7,0,320,960,0,0
2/3/2023,T Nagar,FD,Mobile App,SME,3,1,22,768.58,369551.03,1,618,1854,0,25
2/3/2023,T Nagar,RD,Mobile App,Corporate,4,2,31,2729.65,88760.09,0,624,2496,0,40
2/3/2023,T Nagar,Loan,Branch Visit,SME,2,0,31,2631.63,67221.68,0,819,1638,2.34,0
2/3/2023,Anna Nagar,Savings,Branch Visit,Retail,2,0,26,1354.84,194458.82,0,526,1052,0,0
2/3/2023,Anna Nagar,Current,Branch Visit,Retail,2,1,31,1553.94,308525.97,1,312,624,0,33.33
2/3/2023,Anna Nagar,FD,Mobile App,SME,2,1,25,1525.42,153697.02,0,832,1664,0,33.33
2/3/2023,Anna Nagar,RD,Branch Visit,Retail,2,0,26,1632.79,119468.38,0,118,236,0,0
2/3/2023,Anna Nagar,Loan,Branch Visit,Retail,4,1,32,3047.69,63278.15,0,503,2012,2.7,20
2/3/2023,Velachery,Savings,Mobile App,SME,0,0,23,786.05,472018.78,0,935,0,0,0
2/3/2023,Velachery,Current,Branch Visit,SME,6,0,24,2343.22,92168.42,0,784,4704,0,0
2/3/2023,Velachery,FD,Internet Banking,SME,3,1,22,1270.23,489026.49,1,961,2883,0,25
2/3/2023,Velachery,RD,Branch Visit,Retail,1,0,34,1046.05,206115.93,0,485,485,0,0
2/3/2023,Velachery,Loan,Mobile App,Retail,8,2,22,1898.46,437868.98,1,231,1848,4.44,22.22
2/3/2023,Adyar,Savings,Internet Banking,SME,2,1,24,1247.34,157407.61,1,753,1506,0,33.33
2/3/2023,Adyar,Current,Mobile App,Retail,2,0,29,2446.13,128692.3,0,508,1016,0,0
2/3/2023,Adyar,FD,Internet Banking,Corporate,2,0,25,1425.19,165867.21,0,280,560,0,0
2/3/2023,Adyar,RD,Branch Visit,SME,1,1,22,992.83,362148.67,1,346,346,0,50
2/3/2023,Adyar,Loan,Mobile App,SME,4,1,23,2237.72,134754.78,1,406,1624,1.41,20
2/3/2023,Tambaram,Savings,Mobile App,Corporate,2,1,29,1984.31,73800.65,0,685,1370,0,33.33
2/3/2023,Tambaram,Current,Mobile App,SME,2,0,29,1219.06,43582.08,1,613,1226,0,0
2/3/2023,Tambaram,FD,Branch Visit,Retail,3,1,24,700.88,472867.05,0,230,690,0,25
2/3/2023,Tambaram,RD,Mobile App,Corporate,1,0,27,2039.34,307869.51,0,363,363,0,0
2/3/2023,Tambaram,Loan,Internet Banking,Retail,1,0,30,2987.64,345473.33,0,605,605,4.8,0
2/3/2023,Guindy,Savings,Branch Visit,Corporate,3,1,29,2409.32,471511.29,1,492,1476,0,25
2/3/2023,Guindy,Current,Internet Banking,Retail,4,1,23,1475.05,25546.34,0,175,700,0,20
2/3/2023,Guindy,FD,Branch Visit,SME,4,1,21,1470.77,111530.48,0,105,420,0,20
2/3/2023,Guindy,RD,Branch Visit,Corporate,3,1,20,1715.24,282110.42,0,150,450,0,25
2/3/2023,Guindy,Loan,Internet Banking,Corporate,3,1,29,1712.1,464984.74,0,109,327,5.91,25
2/3/2023,Nungambakkam,Savings,Internet Banking,Retail,5,1,26,651.25,191330.67,2,679,3395,0,16.67
2/3/2023,Nungambakkam,Current,Internet Banking,SME,3,2,24,1808.13,207088.02,0,834,2502,0,50
2/3/2023,Nungambakkam,FD,Internet Banking,Corporate,2,0,29,1365.07,34894.69,1,542,1084,0,0
2/3/2023,Nungambakkam,RD,Internet Banking,Corporate,0,0,20,1399.01,218968.64,1,442,0,0,0
2/3/2023,Nungambakkam,Loan,Internet Banking,Corporate,3,1,19,1227.56,471535.1,0,795,2385,1.56,25
2/4/2023,T Nagar,Savings,Branch Visit,SME,5,2,24,1289.33,193091.8,1,312,1560,0,33.33
2/4/2023,T Nagar,Current,Branch Visit,Corporate,2,0,35,1074.13,439515.58,1,697,1394,0,0
2/4/2023,T Nagar,FD,Branch Visit,Corporate,1,0,22,1704.33,64515.07,1,537,537,0,0
2/4/2023,T Nagar,RD,Internet Banking,Retail,6,0,28,1878.88,267760.29,0,748,4488,0,0
2/4/2023,T Nagar,Loan,Mobile App,Corporate,3,0,27,2328.66,68925.7,0,224,672,4.12,0
2/4/2023,Anna Nagar,Savings,Internet Banking,Retail,1,0,24,441.92,205260.77,1,998,998,0,0
2/4/2023,Anna Nagar,Current,Branch Visit,SME,4,1,25,1733.99,202912.77,0,647,2588,0,20
2/4/2023,Anna Nagar,FD,Internet Banking,SME,0,0,24,2275.46,68952.51,2,285,0,0,0
2/4/2023,Anna Nagar,RD,Mobile App,SME,3,1,18,309.25,460383.2,2,191,573,0,25
2/4/2023,Anna Nagar,Loan,Branch Visit,SME,2,1,22,1527.31,297464.1,1,316,632,0.76,33.33
2/4/2023,Velachery,Savings,Mobile App,Retail,5,0,26,2118.17,412387.6,2,408,2040,0,0
2/4/2023,Velachery,Current,Internet Banking,SME,1,0,30,1969.52,298030.05,0,437,437,0,0
2/4/2023,Velachery,FD,Internet Banking,Retail,1,0,24,2140.37,231292.04,1,715,715,0,0
2/4/2023,Velachery,RD,Internet Banking,SME,4,1,37,3356.02,15874.31,0,561,2244,0,20
2/4/2023,Velachery,Loan,Internet Banking,Corporate,3,1,30,1328.13,135879.67,0,861,2583,5.79,25
2/4/2023,Adyar,Savings,Branch Visit,Retail,3,2,27,1052.22,125077.44,0,645,1935,0,50
2/4/2023,Adyar,Current,Branch Visit,Corporate,5,1,20,937.5,333167.14,0,267,1335,0,16.67
2/4/2023,Adyar,FD,Branch Visit,Retail,3,1,24,890.25,297349.31,1,985,2955,0,25
2/4/2023,Adyar,RD,Branch Visit,Retail,0,0,32,772.78,411271.09,1,329,0,0,0
2/4/2023,Adyar,Loan,Mobile App,Corporate,3,1,21,939.89,274895.2,0,409,1227,2.83,25
2/4/2023,Tambaram,Savings,Mobile App,SME,4,1,26,1316.6,328060.47,1,428,1712,0,20
2/4/2023,Tambaram,Current,Branch Visit,Corporate,4,0,24,1902.07,81278.68,0,774,3096,0,0
2/4/2023,Tambaram,FD,Internet Banking,Retail,0,0,32,2759.66,47359.75,1,458,0,0,0
2/4/2023,Tambaram,RD,Branch Visit,SME,3,0,29,1983.24,471724.6,0,530,1590,0,0
2/4/2023,Tambaram,Loan,Branch Visit,Retail,6,0,20,871.87,338332.52,0,345,2070,5.65,0
2/4/2023,Guindy,Savings,Mobile App,SME,4,1,22,819.53,160297.7,1,299,1196,0,20
2/4/2023,Guindy,Current,Branch Visit,SME,3,0,27,1140.26,411310.44,2,896,2688,0,0
2/4/2023,Guindy,FD,Internet Banking,Retail,1,0,30,1064.27,252517.3,1,386,386,0,0
2/4/2023,Guindy,RD,Mobile App,Retail,5,1,18,1650.01,457663.73,1,937,4685,0,16.67
2/4/2023,Guindy,Loan,Branch Visit,Retail,2,1,31,2830.42,75377.16,0,729,1458,0.61,33.33
2/4/2023,Nungambakkam,Savings,Mobile App,Corporate,1,0,21,675.83,389636.28,0,882,882,0,0
2/4/2023,Nungambakkam,Current,Mobile App,Corporate,7,2,23,642.38,153103.01,0,140,980,0,25
2/4/2023,Nungambakkam,FD,Branch Visit,Corporate,2,0,24,2086.69,404479.08,0,735,1470,0,0
2/4/2023,Nungambakkam,RD,Branch Visit,SME,1,0,27,568.31,291428.84,1,566,566,0,0
2/4/2023,Nungambakkam,Loan,Mobile App,Corporate,1,0,28,1453.04,381800.99,0,453,453,1.34,0
2/5/2023,T Nagar,Savings,Internet Banking,Corporate,1,0,32,2694.17,135962.39,0,158,158,0,0
2/5/2023,T Nagar,Current,Branch Visit,SME,7,0,32,1396.81,31655.94,2,466,3262,0,0
2/5/2023,T Nagar,FD,Internet Banking,SME,7,2,22,1142.64,229300.68,0,541,3787,0,25
2/5/2023,T Nagar,RD,Mobile App,Corporate,2,0,27,711.02,67300.81,0,968,1936,0,0
2/5/2023,T Nagar,Loan,Internet Banking,Retail,3,1,16,750.98,148758.76,0,246,738,1.96,25
2/5/2023,Anna Nagar,Savings,Internet Banking,SME,1,1,18,1269.06,488044.93,0,261,261,0,50
2/5/2023,Anna Nagar,Current,Mobile App,Corporate,4,2,29,1585.15,298949.23,0,967,3868,0,40
2/5/2023,Anna Nagar,FD,Branch Visit,Retail,4,2,26,1509.46,326938.07,0,932,3728,0,40
2/5/2023,Anna Nagar,RD,Mobile App,SME,3,0,33,1481.21,332093.46,0,893,2679,0,0
2/5/2023,Anna Nagar,Loan,Internet Banking,SME,0,0,23,269.73,330559.9,0,143,0,5.46,0
2/5/2023,Velachery,Savings,Internet Banking,Retail,3,0,21,335.07,266553.33,0,715,2145,0,0
2/5/2023,Velachery,Current,Mobile App,Corporate,2,0,23,2049.5,423439.81,1,189,378,0,0
2/5/2023,Velachery,FD,Mobile App,SME,2,0,36,2108.62,425183.56,0,717,1434,0,0
2/5/2023,Velachery,RD,Mobile App,SME,6,2,24,1985.69,51495.94,0,466,2796,0,28.57
2/5/2023,Velachery,Loan,Mobile App,Corporate,3,1,34,3176.88,187738.29,1,436,1308,0.75,25
2/5/2023,Adyar,Savings,Branch Visit,SME,2,0,24,783.23,52595.97,0,688,1376,0,0
2/5/2023,Adyar,Current,Internet Banking,Retail,4,2,18,374.64,190950.48,0,480,1920,0,40
2/5/2023,Adyar,FD,Branch Visit,SME,5,0,24,1918.03,123177.81,0,777,3885,0,0
2/5/2023,Adyar,RD,Mobile App,Corporate,1,0,20,807.95,162088.42,1,912,912,0,0
2/5/2023,Adyar,Loan,Mobile App,Retail,4,0,24,391.87,232417.56,0,341,1364,2.43,0
2/5/2023,Tambaram,Savings,Branch Visit,SME,3,0,18,1474.45,208058.79,2,388,1164,0,0
2/5/2023,Tambaram,Current,Mobile App,Retail,3,1,17,1405.04,255173.5,1,941,2823,0,25
2/5/2023,Tambaram,FD,Mobile App,SME,2,1,29,682.72,221551.68,1,922,1844,0,33.33
2/5/2023,Tambaram,RD,Branch Visit,SME,1,0,29,2259.32,125578.09,0,354,354,0,0
2/5/2023,Tambaram,Loan,Internet Banking,Corporate,1,0,21,370.99,343114.48,0,362,362,5.93,0
2/5/2023,Guindy,Savings,Mobile App,SME,1,0,21,1049.6,164802.92,0,790,790,0,0
2/5/2023,Guindy,Current,Internet Banking,SME,5,1,34,2687.72,12093.25,0,136,680,0,16.67
2/5/2023,Guindy,FD,Mobile App,Retail,2,0,18,1738.36,123572.62,0,795,1590,0,0
2/5/2023,Guindy,RD,Branch Visit,Corporate,4,1,13,304.24,263582.52,0,568,2272,0,20
2/5/2023,Guindy,Loan,Branch Visit,Retail,4,0,26,851.04,304924.96,0,406,1624,4.97,0
2/5/2023,Nungambakkam,Savings,Mobile App,SME,5,1,29,1528.81,230871.29,0,551,2755,0,16.67
2/5/2023,Nungambakkam,Current,Internet Banking,SME,4,2,24,1519.49,323021.75,0,370,1480,0,40
2/5/2023,Nungambakkam,FD,Mobile App,Retail,2,0,24,2111.56,195383.75,0,296,592,0,0
2/5/2023,Nungambakkam,RD,Internet Banking,Retail,2,0,17,359.82,434807.97,0,695,1390,0,0
2/5/2023,Nungambakkam,Loan,Mobile App,SME,3,1,18,451.04,169106,0,832,2496,5.7,25
2/6/2023,T Nagar,Savings,Internet Banking,Corporate,6,1,29,343.2,151089.54,0,693,4158,0,14.29
2/6/2023,T Nagar,Current,Branch Visit,Corporate,4,0,24,2072.48,253383.5,1,211,844,0,0
2/6/2023,T Nagar,FD,Branch Visit,SME,2,1,25,817.03,65438.79,0,765,1530,0,33.33
2/6/2023,T Nagar,RD,Mobile App,SME,0,0,24,1938.62,112328.4,0,886,0,0,0
2/6/2023,T Nagar,Loan,Internet Banking,Retail,0,0,25,1674.82,17517.08,0,479,0,0.05,0
2/6/2023,Anna Nagar,Savings,Branch Visit,Retail,2,1,27,1653.08,453071.34,0,638,1276,0,33.33
2/6/2023,Anna Nagar,Current,Internet Banking,SME,2,0,28,283.73,94799.09,0,978,1956,0,0
2/6/2023,Anna Nagar,FD,Mobile App,Retail,2,2,28,1894.02,102188.02,0,727,1454,0,66.67
2/6/2023,Anna Nagar,RD,Internet Banking,SME,2,0,25,375.18,131359.07,0,202,404,0,0
2/6/2023,Anna Nagar,Loan,Branch Visit,Corporate,4,1,23,2281.78,458279.34,1,503,2012,1.23,20
2/6/2023,Velachery,Savings,Branch Visit,Retail,5,1,25,1012.17,487597.93,0,932,4660,0,16.67
2/6/2023,Velachery,Current,Internet Banking,Corporate,1,0,24,2102.88,240191.81,0,361,361,0,0
2/6/2023,Velachery,FD,Internet Banking,SME,2,1,25,1825.07,268453.54,0,401,802,0,33.33
2/6/2023,Velachery,RD,Branch Visit,SME,5,1,32,979,28035.14,1,223,1115,0,16.67
2/6/2023,Velachery,Loan,Mobile App,SME,4,2,24,1664.43,240043.5,0,174,696,1.84,40
2/6/2023,Adyar,Savings,Branch Visit,Corporate,3,0,23,2280.41,394478.27,0,573,1719,0,0
2/6/2023,Adyar,Current,Mobile App,Retail,0,0,18,670.56,103841.28,0,671,0,0,0
2/6/2023,Adyar,FD,Internet Banking,SME,3,0,25,1739.4,179568.46,1,168,504,0,0
2/6/2023,Adyar,RD,Mobile App,Corporate,1,0,23,1312.96,16137.3,0,805,805,0,0
2/6/2023,Adyar,Loan,Internet Banking,SME,3,1,23,1737.94,47302.2,1,522,1566,4.44,25
2/6/2023,Tambaram,Savings,Mobile App,Retail,1,0,22,567.99,32350.14,1,616,616,0,0
2/6/2023,Tambaram,Current,Branch Visit,Retail,1,0,18,1443.7,446206.23,0,264,264,0,0
2/6/2023,Tambaram,FD,Internet Banking,SME,4,2,22,661.42,477031.61,1,896,3584,0,40
2/6/2023,Tambaram,RD,Branch Visit,Retail,2,0,18,840.49,273879.46,0,494,988,0,0
2/6/2023,Tambaram,Loan,Internet Banking,SME,5,1,42,4183.89,147921.42,0,542,2710,3.17,16.67
2/6/2023,Guindy,Savings,Mobile App,Retail,5,0,22,1349.76,14880.56,0,898,4490,0,0
2/6/2023,Guindy,Current,Internet Banking,Corporate,4,2,26,1241.83,214083.74,0,653,2612,0,40
2/6/2023,Guindy,FD,Mobile App,Corporate,5,1,20,1340.9,293490.51,1,999,4995,0,16.67
2/6/2023,Guindy,RD,Internet Banking,Corporate,2,0,17,385.32,301161.48,1,474,948,0,0
2/6/2023,Guindy,Loan,Internet Banking,SME,3,0,25,1737.71,207650.73,0,102,306,2.69,0
2/6/2023,Nungambakkam,Savings,Branch Visit,Retail,3,0,21,1997.74,118526.88,0,401,1203,0,0
2/6/2023,Nungambakkam,Current,Mobile App,SME,2,1,25,1684.18,67619.39,0,661,1322,0,33.33
2/6/2023,Nungambakkam,FD,Mobile App,SME,3,0,30,350.86,226004.17,0,513,1539,0,0
2/6/2023,Nungambakkam,RD,Mobile App,SME,4,0,18,1216.6,265093.62,0,905,3620,0,0
2/6/2023,Nungambakkam,Loan,Branch Visit,SME,2,1,22,1915.75,428433.19,0,226,452,5.4,33.33
2/7/2023,T Nagar,Savings,Branch Visit,Corporate,2,0,21,211.07,394095.72,0,451,902,0,0
2/7/2023,T Nagar,Current,Mobile App,Retail,3,2,25,719.11,323838.85,0,674,2022,0,50
2/7/2023,T Nagar,FD,Internet Banking,Retail,4,2,17,529.49,409958.7,0,517,2068,0,40
2/7/2023,T Nagar,RD,Branch Visit,Corporate,6,0,29,2125.23,37652.99,0,683,4098,0,0
2/7/2023,T Nagar,Loan,Branch Visit,SME,5,0,22,572.72,186294.62,0,914,4570,0.01,0
2/7/2023,Anna Nagar,Savings,Internet Banking,Retail,2,0,20,708.92,397306.28,0,213,426,0,0
2/7/2023,Anna Nagar,Current,Branch Visit,Retail,3,1,23,301.84,334600.95,0,917,2751,0,25
2/7/2023,Anna Nagar,FD,Mobile App,Retail,0,0,23,2015.87,300079.43,0,263,0,0,0
2/7/2023,Anna Nagar,RD,Branch Visit,Retail,0,0,33,877.11,157094.63,0,470,0,0,0
2/7/2023,Anna Nagar,Loan,Internet Banking,SME,4,1,31,2778.67,98358.31,1,969,3876,0.59,20
2/7/2023,Velachery,Savings,Mobile App,Corporate,3,1,25,1231.71,479807.65,0,563,1689,0,25
2/7/2023,Velachery,Current,Internet Banking,Corporate,7,0,30,1254.77,26934.29,1,924,6468,0,0
2/7/2023,Velachery,FD,Mobile App,SME,3,0,28,382.18,193250.7,0,188,564,0,0
2/7/2023,Velachery,RD,Mobile App,SME,1,0,32,1542.32,454947.86,0,414,414,0,0
2/7/2023,Velachery,Loan,Internet Banking,Retail,4,1,15,910.91,480568.92,0,145,580,4.56,20
2/7/2023,Adyar,Savings,Internet Banking,Corporate,4,1,21,767.16,332555.49,1,813,3252,0,20
2/7/2023,Adyar,Current,Internet Banking,Corporate,2,1,25,703.84,196108.54,1,448,896,0,33.33
2/7/2023,Adyar,FD,Mobile App,Corporate,1,0,36,3087.64,35048.06,0,143,143,0,0
2/7/2023,Adyar,RD,Mobile App,Retail,4,1,25,2356.69,142806.12,0,581,2324,0,20
2/7/2023,Adyar,Loan,Branch Visit,SME,3,1,35,1797.61,202503.48,0,691,2073,4.84,25
2/7/2023,Tambaram,Savings,Internet Banking,Retail,7,3,29,816.49,380567.12,0,856,5992,0,37.5
2/7/2023,Tambaram,Current,Mobile App,Corporate,4,0,28,1594.94,18468.3,0,279,1116,0,0
2/7/2023,Tambaram,FD,Internet Banking,SME,7,1,29,853.22,45254.89,0,783,5481,0,12.5
2/7/2023,Tambaram,RD,Branch Visit,SME,2,0,25,1718.08,347301.46,0,576,1152,0,0
2/7/2023,Tambaram,Loan,Mobile App,Retail,2,1,26,1507.37,234891.34,0,892,1784,4.8,33.33
2/7/2023,Guindy,Savings,Mobile App,Corporate,3,1,25,2400.37,225800.72,1,817,2451,0,25
2/7/2023,Guindy,Current,Branch Visit,SME,2,0,26,1127.95,430457.22,0,784,1568,0,0
2/7/2023,Guindy,FD,Mobile App,Corporate,2,0,32,574.83,309655.92,2,749,1498,0,0
2/7/2023,Guindy,RD,Mobile App,Retail,6,2,25,2198.64,163702.57,0,774,4644,0,28.57
2/7/2023,Guindy,Loan,Branch Visit,Retail,5,1,30,2409.38,222992.49,0,797,3985,2.61,16.67
2/7/2023,Nungambakkam,Savings,Mobile App,SME,3,1,20,1636.26,301874.49,2,724,2172,0,25
2/7/2023,Nungambakkam,Current,Branch Visit,Retail,4,0,25,2041.6,337244.99,0,796,3184,0,0
2/7/2023,Nungambakkam,FD,Branch Visit,SME,0,0,39,2194.6,407392.97,0,699,0,0,0
2/7/2023,Nungambakkam,RD,Branch Visit,Corporate,6,2,28,390.55,354337.75,0,770,4620,0,28.57
2/7/2023,Nungambakkam,Loan,Internet Banking,Corporate,7,0,27,2699.44,188537.27,1,152,1064,5.35,0
2/8/2023,T Nagar,Savings,Branch Visit,Retail,1,0,34,491.81,334382.09,0,324,324,0,0
2/8/2023,T Nagar,Current,Mobile App,Corporate,3,0,26,2445.75,352756.02,0,826,2478,0,0
2/8/2023,T Nagar,FD,Branch Visit,SME,5,0,31,2798.68,114077.05,0,826,4130,0,0
2/8/2023,T Nagar,RD,Internet Banking,Retail,5,1,22,365.79,141497.98,0,506,2530,0,16.67
2/8/2023,T Nagar,Loan,Internet Banking,Corporate,3,2,16,1065.43,222144.58,0,983,2949,4.62,50
2/8/2023,Anna Nagar,Savings,Mobile App,Corporate,3,1,23,2038.54,289820.15,0,455,1365,0,25
2/8/2023,Anna Nagar,Current,Internet Banking,Retail,2,1,28,2629.22,48043.72,0,558,1116,0,33.33
2/8/2023,Anna Nagar,FD,Mobile App,Corporate,3,1,20,1939.25,341065.37,0,487,1461,0,25
2/8/2023,Anna Nagar,RD,Mobile App,Retail,2,0,30,938.45,236638.19,0,793,1586,0,0
2/8/2023,Anna Nagar,Loan,Branch Visit,Retail,3,0,24,2198.84,366940.6,0,948,2844,1.44,0
2/8/2023,Velachery,Savings,Mobile App,SME,2,1,23,900.15,304623.83,0,116,232,0,33.33
2/8/2023,Velachery,Current,Internet Banking,Retail,8,1,18,775.33,36882.49,0,456,3648,0,11.11
2/8/2023,Velachery,FD,Internet Banking,Corporate,3,0,28,1897.34,312153.87,1,176,528,0,0
2/8/2023,Velachery,RD,Branch Visit,Retail,6,2,16,356.98,14625.02,1,284,1704,0,28.57
2/8/2023,Velachery,Loan,Internet Banking,Corporate,6,3,26,2005.39,173494.3,0,720,4320,3.37,42.86
2/8/2023,Adyar,Savings,Branch Visit,SME,6,1,27,712.6,498409.31,0,563,3378,0,14.29
2/8/2023,Adyar,Current,Internet Banking,SME,2,1,25,766.67,424303.12,1,141,282,0,33.33
2/8/2023,Adyar,FD,Branch Visit,Retail,3,0,30,2661.11,379682.33,0,784,2352,0,0
2/8/2023,Adyar,RD,Mobile App,SME,1,0,20,217.91,416719.08,0,965,965,0,0
2/8/2023,Adyar,Loan,Mobile App,SME,6,3,22,806.25,403990.72,0,799,4794,2.14,42.86
2/8/2023,Tambaram,Savings,Mobile App,Retail,6,2,27,2575.42,434830.54,0,326,1956,0,28.57
2/8/2023,Tambaram,Current,Branch Visit,SME,3,1,27,1055.6,421111.07,0,818,2454,0,25
2/8/2023,Tambaram,FD,Internet Banking,Retail,1,1,37,1177.97,324409.49,0,903,903,0,50
2/8/2023,Tambaram,RD,Mobile App,SME,2,0,22,1363.91,232257.51,0,855,1710,0,0
2/8/2023,Tambaram,Loan,Branch Visit,SME,3,1,22,1662.49,190112.37,0,418,1254,3.09,25
2/8/2023,Guindy,Savings,Internet Banking,SME,2,0,26,2556.14,173782.09,0,695,1390,0,0
2/8/2023,Guindy,Current,Mobile App,SME,6,1,22,2141.03,189980.01,0,336,2016,0,14.29
2/8/2023,Guindy,FD,Mobile App,SME,2,0,26,977.15,435739.1,0,899,1798,0,0
2/8/2023,Guindy,RD,Internet Banking,SME,2,1,35,460.08,362968.16,0,998,1996,0,33.33
2/8/2023,Guindy,Loan,Internet Banking,Corporate,3,0,29,1391.55,477505.88,0,912,2736,0.3,0
2/8/2023,Nungambakkam,Savings,Internet Banking,Corporate,2,0,21,417.36,80323.25,0,883,1766,0,0
2/8/2023,Nungambakkam,Current,Internet Banking,Retail,5,0,27,568.67,347628.81,2,966,4830,0,0
2/8/2023,Nungambakkam,FD,Mobile App,Corporate,3,2,32,2634.87,134623.8,0,727,2181,0,50
2/8/2023,Nungambakkam,RD,Branch Visit,Retail,3,1,18,1397.6,256326.63,0,401,1203,0,25
2/8/2023,Nungambakkam,Loan,Mobile App,Retail,5,0,22,517.22,171326.08,0,654,3270,4.79,0
2/9/2023,T Nagar,Savings,Internet Banking,SME,3,1,27,1747.94,430017.24,0,509,1527,0,25
2/9/2023,T Nagar,Current,Internet Banking,Corporate,3,0,28,1327.25,235104.27,0,265,795,0,0
2/9/2023,T Nagar,FD,Branch Visit,SME,4,0,26,1197.53,290016.65,0,778,3112,0,0
2/9/2023,T Nagar,RD,Branch Visit,Corporate,4,0,25,2248.73,293032.01,1,107,428,0,0
2/9/2023,T Nagar,Loan,Branch Visit,SME,0,0,21,1505.97,234492.33,0,216,0,2.86,0
2/9/2023,Anna Nagar,Savings,Internet Banking,SME,3,0,31,848.21,36476.75,0,962,2886,0,0
2/9/2023,Anna Nagar,Current,Branch Visit,Corporate,0,0,28,2691.9,467395.38,1,933,0,0,0
2/9/2023,Anna Nagar,FD,Branch Visit,Corporate,4,0,23,862.34,269402.18,0,813,3252,0,0
2/9/2023,Anna Nagar,RD,Internet Banking,SME,4,0,17,202.93,401612.3,0,869,3476,0,0
2/9/2023,Anna Nagar,Loan,Mobile App,Corporate,4,0,24,960.2,149783.69,0,709,2836,4.43,0
2/9/2023,Velachery,Savings,Mobile App,Corporate,1,0,27,1125.79,10736.85,0,145,145,0,0
